nation,player_name,window,source_name,source_url,source_date
South Africa,Canan Moodie,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Edwill van der Merwe,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Jaco Williams,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Damian Willemse,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
South Africa,Ethan Hooker,the 2026 Nations Championship (July window),South Africa (Springboks) squad for the 2026 Nations Championship,https://springboks.rugby/news-features/articles/2026/6/20/bok-squad,2026-06-20
Argentina,Matías Alemanno,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Luciano Asevedo,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Francisco Coria Machetti,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Pedro Delgado,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Santiago Grondona,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Marcos Kremer,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Pablo Matera,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Franco Molina,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Julián Montoya,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Joaquín Moro,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Joaquín Oviedo,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Leonel Oviedo,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Juan Penoucos,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Guido Petti,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Tomás Rapetti,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Ignacio Ruiz,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Mayco Vivas,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Boris Wenger,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Tomás Albornoz,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Simón Benítez Cruz,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Mateo Carreras,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Santiago Carreras,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Lucio Cinti,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Bautista Delguy,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Agustín Fraga,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Gonzalo García,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Rodrigo Isgro,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Ignacio Mendy,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Matías Moroni,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Agustín Moyano,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Gerónimo Prisciantelli,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Nicolás Roger,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Faustino Sánchez Valarolo,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Argentina,Mateo Soler,the 2026 Nations Championship (July window),Argentina (Los Pumas) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/argentina-squad-felipe-contepomi-names-five-uncapped-men-in-nations-championship-group,2026-06-19
Australia,Allan Alaalatoa,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Miles Amatosero,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Angus Bell,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Charlie Cale,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Josh Canham,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Nick Champion De Crespigny,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Tom Hooper,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Fraser McReight,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Josh Nasser,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Zane Nonggorr,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Brandon Paenga-Amosa,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Billy Pollard,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Aidan Ross,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Lachlan Shaw,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,James Slipper,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Carlo Tizzano,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Taniela Tupou,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Rob Valetini,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Jeremy Williams,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Harry Wilson,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Jock Campbell,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Filipo Daugunu,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Ben Donaldson,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Josh Flook,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Carter Gordon,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Len Ikitau,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Max Jorgensen,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Ryan Lonergan,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Tate McDermott,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Declan Meredith,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Hunter Paisami,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Dylan Pietsch,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Harry Potter,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Joseph-Aukuso Suaalii,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Kalani Thomas,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Corey Toole,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Australia,Tom Wright,the 2026 Nations Championship (July window),Australia (Wallabies) squad for the 2026 Nations Championship,https://wallabies.rugby/news/wallabies-squad-confirmed-for-july-nations-championship-tests-2026618,2026-06-18
Fiji,Eroni Mawi,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Atunaisa Sokobale,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Peni Ravai,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Livai Natave,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Haereiti Hetet,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Luke Tagi,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Tim Hoyt,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Vilikesa Nairau,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Mesake Doge,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Tevita Ikanivere,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Kavaia Tagivetaua,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Zuriel Togiatama,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Sam Matavesi,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Isoa Nasilasila,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Mesake Vocevoce,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Albert Tuisue,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Temo Mayanavanua,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Tevita Ratuva,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Joseva Tamani,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Lekima Tagitagivalu,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Etonia Waqa,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Isoa Tuwai,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Elia Canakaivata,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Levani Botia,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Kitione Salawa,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Pita-Gus Sowakula,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Peceli Yato,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Nathan Hughes,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Frank Lomani,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Simione Kuruvoli,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Sam Wye,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Philip Baselala,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Caleb Muntz,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Isaia Armstrong-Ravula,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Kemu Valetini,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Josua Tuisova,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Filimoni Botitu,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Isikeli Rabitu,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Virimi Vakatawa,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Iosefo Masi,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Semi Radradra,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Seta Tamanivalu,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Sireli Maqala,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Jiuta Wainiqolo,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Selestino Ravutaumada,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Kalaveti Ravouvou,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Vinaya Habosi,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Manasa Mataele,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Salesi Rayasi,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
Fiji,Vuate Karawalevu,the 2026 Nations Championship (July window),Fiji (Flying Fijians) squad for the 2026 Nations Championship,https://www.planetrugby.com/news/ex-france-and-england-regulars-named-in-fijis-star-studded-nations-championship-squad,2026-06-15
